903,-0.0177576,5.85999e-11,4.05,-0.00945782,-0.0130118,0.0506887,-0.998585
904,-0.0177576,5.85999e-11,4.05,-0.00945283,-0.0129772,0.0507026,-0.998585
905,-0.0177576,5.85999e-11,4.05,-0.00947058,-0.0129732,0.0507371,-0.998583
906,-0.0177576,5.85999e-11,4.05,-0.00947829,-0.0129795,0.050736,-0.998583
907,-0.0177576,5.85999e-11,4.05,-0.00950239,-0.0129597,0.0507763,-0.998581
908,-0.0177576,5.85999e-11,4.05,-0.00952022,-0.0129683,0.0508103,-0.998579
909,-0.0177576,5.85999e-11,4.05,-0.00951179,-0.0129899,0.0507763,-0.99858
910,-0.0177576,5.85999e-11,4.05,-0.00952045,-0.0130295,0.0507686,-0.99858
911,-0.0177576,5.85999e-11,4.05,-0.00953116,-0.0130443,0.05078,-0.998579
912,-0.0177576,5.85999e-11,4.05,-0.00949459,-0.0130762,0.0507592,-0.99858
913,-0.0177576,5.85999e-11,4.05,-0.00952109,-0.013099,0.0507357,-0.998581
914,-0.0177576,5.85999e-11,4.05,-0.00950412,-0.013097,0.0507198,-0.998582
915,-0.0177576,3.33412e-10,4.04,-0.00949097,-0.0130709,0.0507385,-0.998581
916,-0.0177576,3.33412e-10,4.04,-0.00948499,-0.0130697,0.0507602,-0.99858
917,-0.0177576,3.33412e-10,4.04,-0.00947541,-0.0130882,0.0507227,-0.998582
918,-0.0177576,3.33412e-10,4.04,-0.00943481,-0.0130821,0.0507077,-0.998583
919,-0.0177576,3.33412e-10,4.04,-0.00946333,-0.0131037,0.0506864,-0.998584
920,-0.0177576,3.33412e-10,4.04,-0.00947713,-0.0131223,0.0506999,-0.998583
921,-0.0177576,3.33412e-10,4.04,-0.00950428,-0.0131364,0.0507119,-0.998582
922,-0.0177576,0.0110989,4.04,-0.00950481,-0.0131306,0.0507449,-0.99858
923,-0.0177576,0.0110989,4.04,-0.0094859,-0.0130962,0.0507253,-0.998582
924,-0.0177576,3.33412e-10,4.04,-0.00951723,-0.0131439,0.0506994,-0.998582
925,-0.0177576,3.33412e-10,4.04,-0.00955226,-0.0132182,0.0507674,-0.998577
926,-0.0177576,3.33412e-10,4.04,-0.00951459,-0.0132556,0.0507616,-0.998578
927,-0.0177576,0.0110989,4.05,-0.00953629,-0.0132767,0.0507389,-0.998578
928,-0.0177576,0.0110989,4.05,-0.00949237,-0.0132861,0.0507253,-0.998579
929,-0.0177576,0.0110989,4.05,-0.00951517,-0.0132907,0.0507149,-0.998579
930,-0.0177576,0.0110989,4.05,-0.00953933,-0.0133225,0.0506965,-0.99858
931,-0.0177576,5.85999e-11,4.05,-0.00956729,-0.0133421,0.0507029,-0.998579
932,-0.0177576,5.85999e-11,4.05,-0.00959976,-0.0133114,0.0507167,-0.998578
933,-0.0177576,3.33412e-10,4.04,-0.00958818,-0.0133454,0.0507197,-0.998578
934,-0.0177576,3.33412e-10,4.04,-0.00956613,-0.0133564,0.0507458,-0.998576
935,-0.0177576,3.33412e-10,4.04,-0.00956972,-0.0134003,0.0507411,-0.998576
936,-0.0177576,3.33412e-10,4.04,-0.009587,-0.0133833,0.0507552,-0.998575
937,-0.0088788,5.06949e-10,4.04,-0.00959973,-0.0133801,0.0507398,-0.998576
938,-0.0088788,5.06949e-10,4.04,-0.00959011,-0.013397,0.0507121,-0.998577
939,-0.0088788,-0.0110989,4.04,-0.0095472,-0.0133863,0.0507074,-0.998578
940,-0.0088788,-0.0110989,4.04,-0.00953597,-0.0134077,0.0507239,-0.998577
941,-0.0088788,-0.0110989,4.04,-0.00954978,-0.0134126,0.0507241,-0.998577
942,-0.0088788,-0.0110989,4.04,-0.00952399,-0.0134011,0.0507094,-0.998578
943,-0.0088788,-0.0110989,4.04,-0.00954052,-0.0133852,0.050754,-0.998576
944,-0.0088788,-0.0110989,4.04,-0.00953898,-0.0133784,0.0507189,-0.998578
945,-0.0088788,5.06949e-10,4.04,-0.00950831,-0.0133541,0.0507296,-0.998578
