903,1532043427.553759,1532043427553759306,-0.017758,0.000000,4.050000,-0.009458,-0.013012,0.050689,-0.998585
904,1532043427.743803,1532043427743802905,-0.017758,0.000000,4.050000,-0.009453,-0.012977,0.050703,-0.998585
905,1532043427.945299,1532043427945298685,-0.017758,0.000000,4.050000,-0.009471,-0.012973,0.050737,-0.998583
906,1532043428.152267,1532043428152267468,-0.017758,0.000000,4.050000,-0.009478,-0.012980,0.050736,-0.998583
907,1532043428.353506,1532043428353506417,-0.017758,0.000000,4.050000,-0.009502,-0.012960,0.050776,-0.998581
908,1532043428.570166,1532043428570165788,-0.017758,0.000000,4.050000,-0.009520,-0.012968,0.050810,-0.998579
909,1532043428.760511,1532043428760511114,-0.017758,0.000000,4.050000,-0.009512,-0.012990,0.050776,-0.998580
910,1532043428.968749,1532043428968749204,-0.017758,0.000000,4.050000,-0.009520,-0.013029,0.050769,-0.998580
911,1532043429.163022,1532043429163021715,-0.017758,0.000000,4.050000,-0.009531,-0.013044,0.050780,-0.998579
912,1532043429.365327,1532043429365327444,-0.017758,0.000000,4.050000,-0.009495,-0.013076,0.050759,-0.998580
913,1532043429.583114,1532043429583113850,-0.017758,0.000000,4.050000,-0.009521,-0.013099,0.050736,-0.998581
914,1532043429.772046,1532043429772045678,-0.017758,0.000000,4.050000,-0.009504,-0.013097,0.050720,-0.998582
915,1532043429.972811,1532043429972811572,-0.017758,0.000000,4.040000,-0.009491,-0.013071,0.050738,-0.998581
916,1532043430.175210,1532043430175210101,-0.017758,0.000000,4.040000,-0.009485,-0.013070,0.050760,-0.998580
917,1532043430.377822,1532043430377822516,-0.017758,0.000000,4.040000,-0.009475,-0.013088,0.050723,-0.998582
918,1532043430.593607,1532043430593607170,-0.017758,0.000000,4.040000,-0.009435,-0.013082,0.050708,-0.998583
919,1532043430.780660,1532043430780660125,-0.017758,0.000000,4.040000,-0.009463,-0.013104,0.050686,-0.998584
920,1532043430.984131,1532043430984130617,-0.017758,0.000000,4.040000,-0.009477,-0.013122,0.050700,-0.998583
921,1532043431.190080,1532043431190080492,-0.017758,0.000000,4.040000,-0.009504,-0.013136,0.050712,-0.998582
922,1532043431.384884,1532043431384884169,-0.017758,0.011099,4.040000,-0.009505,-0.013131,0.050745,-0.998580
923,1532043431.602260,1532043431602260465,-0.017758,0.011099,4.040000,-0.009486,-0.013096,0.050725,-0.998582
924,1532043431.790006,1532043431790006441,-0.017758,0.000000,4.040000,-0.009517,-0.013144,0.050699,-0.998582
925,1532043431.996320,1532043431996319546,-0.017758,0.000000,4.040000,-0.009552,-0.013218,0.050767,-0.998577
926,1532043432.193516,1532043432193516559,-0.017758,0.000000,4.040000,-0.009515,-0.013256,0.050762,-0.998578
927,1532043432.366750,1532043432366749598,-0.017758,0.011099,4.050000,-0.009536,-0.013277,0.050739,-0.998578
928,1532043432.612022,1532043432612021755,-0.017758,0.011099,4.050000,-0.009492,-0.013286,0.050725,-0.998579
929,1532043432.799463,1532043432799462677,-0.017758,0.011099,4.050000,-0.009515,-0.013291,0.050715,-0.998579
930,1532043432.999977,1532043432999976796,-0.017758,0.011099,4.050000,-0.009539,-0.013322,0.050697,-0.998580
931,1532043433.204912,1532043433204912435,-0.017758,0.000000,4.050000,-0.009567,-0.013342,0.050703,-0.998579
932,1532043433.409951,1532043433409951049,-0.017758,0.000000,4.050000,-0.009600,-0.013311,0.050717,-0.998578
933,1532043433.620023,1532043433620022637,-0.017758,0.000000,4.040000,-0.009588,-0.013345,0.050720,-0.998578
934,1532043433.808184,1532043433808184259,-0.017758,0.000000,4.040000,-0.009566,-0.013356,0.050746,-0.998576
935,1532043434.012240,1532043434012240445,-0.017758,0.000000,4.040000,-0.009570,-0.013400,0.050741,-0.998576
936,1532043434.211462,1532043434211462058,-0.017758,0.000000,4.040000,-0.009587,-0.013383,0.050755,-0.998575
937,1532043434.412925,1532043434412925102,-0.008879,0.000000,4.040000,-0.009600,-0.013380,0.050740,-0.998576
938,1532043434.630154,1532043434630154262,-0.008879,0.000000,4.040000,-0.009590,-0.013397,0.050712,-0.998577
939,1532043434.814776,1532043434814776122,-0.008879,-0.011099,4.040000,-0.009547,-0.013386,0.050707,-0.998578
940,1532043435.017647,1532043435017646744,-0.008879,-0.011099,4.040000,-0.009536,-0.013408,0.050724,-0.998577
941,1532043435.220588,1532043435220587927,-0.008879,-0.011099,4.040000,-0.009550,-0.013413,0.050724,-0.998577
942,1532043435.424875,1532043435424874640,-0.008879,-0.011099,4.040000,-0.009524,-0.013401,0.050709,-0.998578
943,1532043435.642954,1532043435642954037,-0.008879,-0.011099,4.040000,-0.009541,-0.013385,0.050754,-0.998576
944,1532043435.828990,1532043435828990356,-0.008879,-0.011099,4.040000,-0.009539,-0.013378,0.050719,-0.998578
945,1532043436.032707,1532043436032707311,-0.008879,0.000000,4.040000,-0.009508,-0.013354,0.050730,-0.998578
946,1532043436.235003,1532043436235002896,-0.008879,-0.000000,4.050000,-0.009468,-0.013321,0.050704,-0.998580
947,1532043436.437804,1532043436437803919,0.000000,0.000000,4.050000,-0.009486,-0.013273,0.050735,-0.998579
948,1532043436.653122,1532043436653121598,-0.000000,-0.011099,4.050000,-0.009464,-0.013301,0.050762,-0.998577
949,1532043436.839645,1532043436839644955,-0.000000,-0.011099,4.050000,-0.009453,-0.013288,0.050731,-0.998579
950,1532043437.045792,1532043437045792237,0.000000,0.000000,4.050000,-0.009442,-0.013268,0.050719,-0.998580
951,1532043437.244374,1532043437244373532,0.000000,0.000000,4.050000,-0.009416,-0.013265,0.050701,-0.998581
952,1532043437.444595,1532043437444594629,-0.008879,0.000000,4.060000,-0.009401,-0.013243,0.050727,-0.998580
953,1532043437.660357,1532043437660357202,-0.008879,0.000000,4.060000,-0.009375,-0.013256,0.050779,-0.998578
954,1532043437.850800,1532043437850800192,-0.008879,0.000000,4.060000,-0.009375,-0.013257,0.050734,-0.998580
955,1532043438.047251,1532043438047251287,-0.008879,0.000000,4.060000,-0.009418,-0.013251,0.050734,-0.998580
956,1532043438.251261,1532043438251261201,-0.008879,-0.011099,4.060000,-0.009419,-0.013234,0.050751,-0.998579
957,1532043438.453315,1532043438453315379,-0.008879,-0.011099,4.060000,-0.009436,-0.013211,0.050738,-0.998580
958,1532043438.668182,1532043438668182276,-0.008879,-0.011099,4.060000,-0.009484,-0.013195,0.050703,-0.998582
959,1532043438.854917,1532043438854917152,-0.008879,-0.011099,4.050000,-0.009506,-0.013165,0.050696,-0.998582
960,1532043439.056863,1532043439056863138,-0.017758,-0.011099,4.050000,-0.009477,-0.013144,0.050693,-0.998583
961,1532043439.265038,1532043439265037997,-0.017758,-0.011099,4.050000,-0.009493,-0.013136,0.050693,-0.998583
962,1532043439.465540,1532043439465539860,-0.008879,-0.011099,4.050000,-0.009501,-0.013131,0.050711,-0.998582
963,1532043439.680064,1532043439680063847,-0.008879,-0.011099,4.050000,-0.009509,-0.013155,0.050694,-0.998582
964,1532043439.869994,1532043439869993847,-0.008879,-0.011099,4.050000,-0.009541,-0.013170,0.050689,-0.998582
965,1532043440.075097,1532043440075097261,-0.017758,-0.011099,4.050000,-0.009519,-0.013194,0.050676,-0.998583
966,1532043440.272904,1532043440272904287,-0.017758,-0.011099,4.050000,-0.009497,-0.013209,0.050691,-0.998582
967,1532043440.475657,1532043440475657278,-0.017758,-0.011099,4.050000,-0.009533,-0.013185,0.050677,-0.998583
968,1532043440.689149,1532043440689148724,-0.017758,-0.011099,4.050000,-0.009529,-0.013210,0.050709,-0.998581
969,1532043440.877403,1532043440877402442,-0.017758,-0.011099,4.050000,-0.009572,-0.013231,0.050671,-0.998582
970,1532043441.077874,1532043441077873970,-0.017758,-0.011099,4.050000,-0.009545,-0.013242,0.050662,-0.998582
