9.82937,-13.845,22.6949
9.21867,-13.4885,22.2884
8.26569,-12.2217,22.639
7.83231,-11.9523,22.3578
7.43496,-11.5344,21.9865
7.24581,-11.2967,22.4577
6.83693,-11.1297,22.1747
6.14989,-10.5964,21.8201
6.73907,-10.8233,22.5828
5.87694,-10.2926,21.8898
5.51118,-10.0492,21.5895
4.69478,-9.24488,21.9167
4.31374,-8.71595,21.8116
3.91531,-8.75736,21.1887
3.3606,-8.32942,22.0074
3.15155,-8.42184,21.1642
2.67586,-8.21587,20.6109
2.2456,-7.73878,20.8913
1.72334,-7.63569,21.7539
1.42186,-7.27648,21.2637
0.96986,-6.29283,20.6224
0.545963,-6.11157,20.8277
0.425398,-6.21925,20.5847
-0.548891,-5.38408,21.0226
1.64207,-5.88162,20.9566
2.4311,-6.36276,21.4227
2.20989,-6.12554,19.7834
3.3377,-6.4705,21.6273
4.00852,-6.83887,21.8687
3.62649,-5.35414,20.8968
3.92352,-5.42305,20.8651
4.42267,-5.65457,21.094
5.14192,-5.75626,22.1396
5.61597,-6.08131,22.0821
6.10428,-6.98371,21.8148
6.13773,-7.59611,21.8911
6.45121,-7.34664,21.6031
7.02658,-8.93146,21.5207
7.53637,-9.16376,22.0371
8.38532,-10.2811,22.457
8.86573,-10.7282,21.8453
9.79883,-10.4051,22.8377
9.40458,-11.3147,22.4047
10.2416,-11.8242,21.4847
11.4582,-12.4241,23.002
12.0837,-12.7785,23.0461
12.7504,-13.6541,24.0651
12.0565,-11.6228,22.5755
12.1293,-11.4393,23.7226
11.5437,-11.0478,22.8237
11.1799,-10.7793,23.4203
10.7663,-10.4248,22.7766
9.98586,-10.4004,22.6283
9.35959,-9.61839,22.2104
9.24165,-10.13,22.9294
9.00466,-10.1255,21.9841
8.48372,-9.25418,22.2687
8.53536,-8.80301,21.9165
7.77204,-8.54126,21.9475
7.33313,-8.0194,21.4231
6.97385,-7.51507,21.6585
6.71247,-7.76093,21.9469
6.66372,-7.1959,21.8821
6.18287,-6.15085,22.1453
5.70198,-5.88377,22.2264
4.91295,-5.68785,21.1904
4.49335,-5.35036,20.9582
4.31459,-5.26691,21.0008
4.10045,-4.91532,21.0483
3.71005,-4.58367,21.4309
3.23101,-4.56108,21.0867
3.65615,-3.83125,21.8277
3.20035,-3.84341,20.5311
5.91456,-3.53642,21.5735
6.22209,-3.6912,22.4256
6.75271,-4.2619,22.4313
7.2367,-4.48764,21.9514
7.51271,-4.68485,22.1792
7.28355,-5.07203,20.8899
9.14452,-6.37331,21.9527
9.55623,-6.78041,21.7496
9.76133,-6.91129,22.0604
9.63593,-7.05974,21.4983
11.0128,-8.44118,22.5801
11.2928,-8.71367,22.2421
11.7973,-8.90242,22.4921
12.1461,-9.8223,22.6767
12.1365,-9.68113,21.9765
12.9727,-11.2511,22.1445
14.1781,-12.2324,23.507
14.1734,-12.6138,22.4214
15.0017,-10.0198,22.8604
14.7675,-10.0504,22.8465
14.2928,-9.70307,23.1712
13.8003,-9.52991,22.7374
13.2988,-8.89029,22.6351
12.7473,-8.51414,22.4475
12.5591,-8.13224,23.2406
11.8233,-7.77841,21.9712
11.5372,-7.40395,22.0658
11.1303,-6.94788,22.6708
10.8524,-6.65277,22.371
10.4316,-6.18169,21.9747
10.0048,-5.83236,22.0915
9.63996,-5.38872,21.5803
9.43141,-5.06465,22.1637
9.09353,-4.67849,22.1256
8.6546,-4.38509,22.3553
8.65844,-4.49904,21.7469
7.49498,-3.2928,21.2311
7.27029,-2.96078,21.9804
6.7838,-2.65628,21.3004
6.48606,-2.29061,21.634
6.1489,-1.99731,21.0488
6.09015,-1.31067,21.4125
5.75337,-1.15353,21.4297
5.37284,-0.742479,21.3666
5.10967,-0.451017,21.3619
4.68383,-0.116142,20.8859
4.12088,-0.218665,20.5275
