9.79492,-14.0982,21.7174
9.40893,-13.9836,21.4235
8.95634,-12.81,21.9657
8.3349,-13.1673,21.8839
7.98873,-12.7844,21.617
7.79723,-12.7108,22.1836
7.28312,-12.4396,22.0323
7.0651,-12.0261,21.7709
6.92029,-11.776,22.5477
6.4063,-10.9554,21.9888
5.99278,-10.3999,21.785
6.15176,-10.2281,22.216
5.27836,-8.87167,22.2511
4.76616,-9.12042,21.7293
4.51572,-8.52302,22.6417
4.17342,-8.51902,21.8794
3.57795,-7.80975,21.4625
3.48732,-7.58991,21.8128
3.02464,-7.16781,22.7864
2.79939,-6.21465,22.3311
2.12503,-5.66767,21.8845
1.83247,-5.35952,22.1379
1.33318,-4.7856,21.9555
0.808755,-3.24878,22.4522
2.59075,-5.08569,22.1587
4.03891,-6.04666,22.2255
2.92928,-5.25166,20.8396
3.88137,-5.611,22.5213
5.32128,-6.75187,22.4659
4.33361,-5.04755,21.7341
4.86662,-5.53158,21.6516
5.59553,-6.12187,21.7599
5.74223,-5.96996,22.6936
6.02071,-6.3646,22.5438
6.25042,-7.30959,22.239
6.64958,-8.07102,22.2293
6.91569,-8.12284,21.8985
7.486,-9.37329,21.4699
7.95214,-9.39202,21.9067
7.67999,-9.4867,22.3674
8.17721,-9.78976,21.6491
9.21304,-10.7797,22.5239
10.2455,-11.6374,21.9232
10.6982,-12.8255,20.8606
11.0012,-12.752,22.281
11.6439,-13.3968,22.2075
12.3224,-13.7752,23.1112
11.2755,-12.4576,21.8711
11.727,-12.1822,22.939
10.999,-11.9035,22.1925
10.9651,-11.5687,22.8259
10.7352,-11.7925,22.2543
10.2738,-11.1381,22.1723
9.66811,-10.2128,21.9367
9.47908,-9.78985,22.56
8.87813,-9.48236,21.7341
8.50273,-8.84871,22.0677
7.67928,-8.59397,21.9107
7.46004,-8.39497,21.9614
7.01161,-7.72851,21.5222
6.64163,-7.25084,21.8383
6.36706,-7.39454,22.1811
6.24361,-6.71331,22.1318
5.73836,-5.28606,22.3842
5.61656,-5.00474,22.5008
5.12484,-5.24098,21.6408
4.80585,-4.68221,21.4499
4.49706,-4.3746,21.5061
4.24824,-3.82449,21.5539
3.91565,-3.6208,22.0162
2.87494,-3.46129,21.8043
3.88043,-2.85514,22.4112
3.10057,-2.46479,21.2139
5.6757,-2.85675,21.9854
6.21834,-2.76491,22.7458
6.90469,-3.74475,22.6366
7.19834,-3.85868,22.1179
7.57828,-4.10919,22.2921
7.30186,-4.69285,21.0212
8.46053,-5.72252,21.9217
8.55124,-6.41209,21.6509
9.12613,-6.75694,21.9615
9.34878,-7.36153,21.3512
11.2275,-8.51749,22.0645
11.2308,-9.01768,21.7653
11.9465,-9.22093,21.919
12.0585,-10.2997,22.0539
11.8485,-10.0747,21.3582
12.7652,-10.2467,21.3101
13.6904,-11.0058,22.5862
13.5517,-11.654,21.5439
14.3944,-9.23111,21.834
14.2303,-9.0659,21.8173
13.9644,-8.66146,22.1835
13.4992,-8.37281,21.8004
13.2629,-8.36792,21.7706
12.6287,-7.96922,21.7031
12.5543,-7.95908,22.5314
11.774,-8.0621,21.4358
11.4838,-7.67587,21.6037
11.1695,-7.51786,22.2977
10.7652,-7.30414,22.0865
10.4365,-7.15199,21.7524
10.112,-6.6721,21.9594
9.81412,-6.51275,21.5369
9.69493,-6.17048,22.1744
9.24147,-5.94274,22.2302
9.10768,-5.02522,22.5055
8.52314,-4.69024,21.9765
8.05505,-4.00001,21.6188
7.92442,-3.64251,22.4
7.46274,-3.3501,21.8532
7.25201,-2.60232,22.2309
6.72325,-2.43785,21.7546
6.75663,-1.96046,22.1673
6.15593,-1.48246,22.2653
5.65812,-0.875335,22.3248
5.87797,-0.991135,22.2984
5.50332,-0.549438,21.9182
5.02327,-1.00763,21.6755
